fack	0.012988911614679632
kokärt	0.02487634529919025
framlida	0.017815572798395962
bolagsstämma	0.01638053084980573
stöt	0.015325902146773318
bearbeta	0.013907588534071147
uppslag	0.013259692915911003
annandag	0.012483433187036375
bäck	0.011662137129525352
ledning	0.011739256571386636
uträtta	0.0113094477727963
bröllop	0.010557771583489917
blockera	0.009488828452565712
krita	0.008642358896783331
aktiv	0.008670315718580679
central	0.008595941663677498
vaktmästare	0.008578930627071157
gloria	0.00838521490961186
studie	0.008454109836953383
motiv	0.008329096593628016
by	0.008327939973887699
notis	0.00824368430262834
granskare	0.008001771888414222
gagn	0.00823675804362467
ingående	0.00840402638927229
anda	0.008376403834606028
uppfattning	0.008302744386568306
konduktör	0.008626821750509106
sittning	0.008390675838225503
förhandling	0.008409220166836762
mode	0.00827097881729677
uppläggning	0.00840174184919329
fången	0.008124202380078271
dun	0.007986890945437919
färg	0.007902811496116935
kemisk	0.007970883606193135
undertrycka	0.007764978141556522
bedömande	0.008068897068057246
antyda	0.008017611707202499
uppfostran	0.00795153912089741
vegetation	0.007829872746916045
jordisk	0.007525451132475824
medium	0.00746831667913006
beredning	0.007588154579996842
