Einreichung	0.00979780898739846
aufrechterhalten	0.009402460559732595
weitgreifend	0.0073469268357093664
Dynamik	0.006851829398751175
Abgesang	0.016366736990256148
vergönnen	0.013110091948832725
Titel	0.01163704341039995
Pachtzins	0.011933862163145403
Armenhaus	0.012365735335608585
Mulatte	0.01105619774657296
Frechheit	0.008725122187753231
Mißklang	0.008897766353961
abbauen	0.008120296246585501
vorliegen	0.007325069560308206
Ohrwurm	0.007091372122725148
Tragfähigkeit	0.006608025303040499
Kubikmeter	0.007178706255687839
Ackergerät	0.007004762384678065
Spielball	0.006999475526383914
Seminar	0.006981555776795378
abdecken	0.006522531729261538
zersetzen	0.006279385048227892
Engpaß	0.006178083036361248
Fuß	0.0061352518153828806
Lyzeum	0.006204731839122846
voranstellen	0.005877843571999608
Tier	0.00584152274968508
artikulieren	0.005774737893716075
Entscheidung	0.005435166757735033
Manschette	0.005328794635984346
Rezeption	0.005518762893284124
überspannen	0.005543663293673284
Mut	0.005552361208356227
Gesichtsausdruck	0.005257768204258495
vorweisen	0.005164624183700783
Eintagsfliege	0.005117785638545702
Unentschlossenheit	0.004993620945594857
beimischen	0.005089202174795582
Ausnahmegesetz	0.0049752987082792854
Sensation	0.004964064851075034
Schmiere	0.005004463567481188
ausspannen	0.004883825879937742
Truppenteil	0.0047883055247053274
packen	0.004763989022330217
Behandlung	0.004761013436439421
Knotenpunkt	0.004870713293425477
abgebrüht	0.0046959370918773224
verbauen	0.004656156703063186
Festspiel	0.004775378599358726
Naturschönheit	0.004719853947818153
